319	2140	622051, Свердловская область, город Нижний Тагил, Дзержинский район, проспект Вагоностроителей, 1 (здание Дворца культуры им. И.В. Окунева)	1777
320	2141	622936, Свердловская область, город Нижний Тагил, Дзержинский район, проспект Вагоностроителей, 1 (здание Дворца культуры им. И.В. Окунева)	1729
321	2142	622007, Свердловская область, город Нижний Тагил, Дзержинский район, улица Патона, 7 (здание школы №35)	1428
322	2143	622007, Свердловская область, город Нижний Тагил, Дзержинский район, проспект Вагоностроителей, 14 А (здание машиностроительного техникума)	1830
323	2144	622018, Свердловская область, город Нижний Тагил, Дзержинский район, улица Энтузиастов, 1 А (здание школы №4)	1614
324	2146	622007, Свердловская область, город Нижний Тагил, Дзержинский район, улица Коминтерна, 47 (здание Гимназии № 86)	1569
325	2147	622051, Свердловская область, город Нижний Тагил, Дзержинский район, улица Энтузиастов, 15 (здание Лицея)	1881
326	2148	622051, Свердловская область, город Нижний Тагил, Дзержинский район, улица Окунева, 45 (здание школы № 87)	1903
327	2149	622018, Свердловская область, город Нижний Тагил, Дзержинский район, улица Энтузиастов, 1 А (здание школы №4)	1744
328	2150	622018, Свердловская область, город Нижний Тагил, Дзержинский район, улица Басова, 11 А (здание детского клуба «Спартаковец»)	1682
329	2151	622004, Свердловская область, город Нижний Тагил, Дзержинский район, улица Бобкова, 3 (здание школы №95)	2106
330	2152	622004, Свердловская область, город Нижний Тагил, Дзержинский район, улица Басова, 8 (здание библиотеки №6)	1933
331	2153	622004, Свердловская область, город Нижний Тагил, Дзержинский район, улица Бобкова, 3 (здание школы № 95)	1986
332	2154	622018, Свердловская область, город Нижний Тагил, Дзержинский район, улица Алтайская, 35 (здание школы № 20)	1875
333	2155	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Калинина, 2 А (здание школы № 41)	2264
334	2156	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Калинина, 2 А (здание школы № 41)	2287
335	2157	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 32 (здание школы № 36)	1668
336	2158	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Коровина, 1 (здание педколледжа № 2)	2174
337	2159	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Максарева, 11 А (здание Центра социальной помощи семье и детям г. Н.Тагил)	1804
338	2160	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 32 (здание школы № 36)	1892
339	2161	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 46 Б (здание школы № 38)	2015
340	2162	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 46 Б (здание школы № 38)	2187
341	2163	622052, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 8 (здание Лицея №39)	2039
342	2164	622051, Свердловская область, город Нижний Тагил, Дзержинский район, улица Тимирязева, 109 (здание школы № 61)	2035
343	2165	622051, Свердловская область, город Нижний Тагил, Дзержинский район, улица Тимирязева, 109 (здание школы № 61)	1858
344	2166	622051, Свердловская область, город Нижний Тагил, Дзержинский район, проспект Дзержинского, 51 (здание библиотеки №13)	1845
345	2167	622051, Свердловская область, город Нижний Тагил, Дзержинский район, улица Коминтерна, 59 (здание школы № 77)	2258
346	2168	622052, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 8 (здание Лицея №39)	2477
347	2169	622052, Свердловская область, город Нижний Тагил, Дзержинский район, проспект Вагоностроителей, 64 (здание библиотки № 2)	2082
348	2170	622048, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 67 А (здание Реабилитационного центра для детей и подростков с ограниченными возможностями)	1693
349	2171	622052, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 21 (здание Детской музыкальной школы № 2)	2197
350	2173	622051, Свердловская область, город Нижний Тагил, Дзержинский район, улица Ильича, 22 (здание школы № 70)	2105
351	2174	622007, Свердловская область, город Нижний Тагил, Дзержинский район, улица Ильича, 12 (здание школы № 9)	1626
352	2175	622051, Свердловская область, город Нижний Тагил, Дзержинский район, улица Тельмана, 19 (здание школы № 7)	1872
353	2177	622052, Свердловская область, город Нижний Тагил, Дзержинский район, улица Зари, 75 (здание детского клуба «Планета»)	1757
354	2178	622052, Свердловская область, город Нижний Тагил, Дзержинский район, улица Пихтовая, 12 А (здание детского клуба «Эдельвейс»)	2068
355	2179	622052, Свердловская область, город Нижний Тагил, Дзержинский район, улица Пихтовая, 16 (здание школы № 8)	1730
356	2180	622052, Свердловская область, город Нижний Тагил, Дзержинский район, улица Парковая, 13 (здание школы № 55)	1992
357	2181	622004, Свердловская область, город Нижний Тагил, Дзержинский район, улица Краснофлотская, 28 (здание Дома культуры поселка Сухоложский)	1467
358	2182	622012, Свердловская область, город Нижний Тагил, Дзержинский район, улица Щорса, 3 (здание спортивного комплекса «Алмаз»)	2009
359	2183	622012, Свердловская область, город Нижний Тагил, Дзержинский район, улица Щорса, 8 А (здание Дворца культуры «Космос»)	1626
360	2184	622012, Свердловская область, город Нижний Тагил, Дзержинский район, улица Щорса, 8 А (здание Дворца культуры «Космос»)	1618
361	2185	622018, Свердловская область, город Нижний Тагил, Дзержинский район, улица Алтайская, 35 (здание школы № 20)	2444
